title,text-data,desktop-hidden 2,desktop-hidden 4
"Apartment for rent  in Trecastagni, Italy",130 m2 apartment for rent in Trecastagni,900 EUR,130 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",35 m2 apartment for rent in Napoli Municipalità 1,"1,700 EUR",35 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",50 m2 apartment for rent in Napoli Municipalità 1,"1,500 EUR",50 m2
"Apartment for rent  in Carmagnola, Italy",48 m2 apartment for rent in Carmagnola,350 EUR,48 m2
"Apartment for rent  in Bra, Italy",70 m2 apartment for rent in Bra,370 EUR,70 m2
"Apartment for rent  in Florence, Italy",400 m2 apartment for rent in Florence,"1,250,000 EUR",400 m2
"Apartment for rent  in Florence, Italy",160 m2 apartment for rent in Florence,"690,000 EUR",160 m2
"Apartment for rent  in Florence, Italy",120 m2 apartment for rent in Florence,120 EUR,120 m2
"Apartment for rent  in Florence, Italy",540 m2 apartment for rent in Florence,"2,000,000 EUR",540 m2
"Apartment for rent  in Florence, Italy",470 m2 apartment for rent in Florence,"1,850,000 EUR",470 m2
"House for rent  in Florence, Italy",450 m2 house for rent in Florence,"1,900,000 EUR",450 m2
"House for rent  in Florence, Italy",150 m2 house for rent in Florence,150 EUR,150 m2
"Apartment for rent  in Florence, Italy",3000 m2 apartment for rent in Florence,"3,000 EUR","3,000 m2"
"Apartment for rent  in Florence, Italy",90 m2 apartment for rent in Florence,"465,000 EUR",90 m2
"Apartment for rent  in Florence, Italy",130 m2 apartment for rent in Florence,"1,300,000 EUR",130 m2
"House for rent  in Florence, Italy",180 m2 house for rent in Florence,"1,500,000 EUR",180 m2
"Apartment for rent  in Florence, Italy",140 m2 apartment for rent in Florence,"630,000 EUR",140 m2
"Apartment for rent  in Palermo, Italy",50 m2 apartment for rent in Palermo,850 EUR,50 m2
"Apartment for rent  in Roma Municipio XV – Cassia/Flaminia, Italy",80 m2 apartment for rent in Roma Municipio XV – Cassia/Flaminia,750 EUR,80 m2
"Apartment for rent  in Lecco, Italy",95 m2 apartment for rent in Lecco,650 EUR,95 m2
"Apartment for rent  in Roma Municipio XII – Monte Verde, Italy",37 m2 apartment for rent in Roma Municipio XII – Monte Verde,550 EUR,37 m2
"Apartment for rent  in Perugia, Italy",85 m2 apartment for rent in Perugia,580 EUR,85 m2
"Apartment for rent  in Baranzate, Italy",40 m2 apartment for rent in Baranzate,620 EUR,40 m2
"Apartment for rent  in Bari, Italy",117 m2 apartment for rent in Bari,900 EUR,117 m2
"Apartment for rent  in Modena, Italy",75 m2 apartment for rent in Modena,950 EUR,75 m2
"Apartment for rent  in Roma Municipio XIV – Monte Mario, Italy",110 m2 apartment for rent in Roma Municipio XIV – Monte Mario,"1,100 EUR",110 m2
"Apartment for rent  in Bari, Italy",135 m2 apartment for rent in Bari,"1,400 EUR",135 m2
"Apartment for rent  in Milano Zona 3 - Porta Venezia, Città Studi, Lambrate, Italy","91 m2 apartment for rent in Milano Zona 3 - Porta Venezia, Città Studi, Lambrate","1,400 EUR",91 m2
"Apartment for rent  in Roma Municipio VIII – Appia Antica, Italy",130 m2 apartment for rent in Roma Municipio VIII – Appia Antica,"1,550 EUR",130 m2
"Apartment for rent  in Turin, Italy",160 m2 apartment for rent in Turin,500 EUR,160 m2
"Apartment for rent  in Milano Zona 6 - Barona, Lorenteggio, Italy","30 m2 apartment for rent in Milano Zona 6 - Barona, Lorenteggio",600 EUR,30 m2
"Apartment for rent  in Florence, Italy",45 m2 apartment for rent in Florence,850 EUR,45 m2
"Apartment for rent  in Boves, Italy",75 m2 apartment for rent in Boves,550 EUR,75 m2
"Apartment for rent  in Bra, Italy",80 m2 apartment for rent in Bra,530 EUR,80 m2
"Apartment for rent  in Asti, Italy",55 m2 apartment for rent in Asti,380 EUR,55 m2
"Apartment for rent  in Florence, Italy",70 m2 apartment for rent in Florence,950 EUR,70 m2
"Apartment for rent  in Trieste, Italy",70 m2 apartment for rent in Trieste,"1,150 EUR",70 m2
"Apartment for rent  in Florence, Italy",79 m2 apartment for rent in Florence,"1,700 EUR",79 m2
"Apartment for rent  in Florence, Italy",50 m2 apartment for rent in Florence,900 EUR,50 m2
"Room for rent  in Roma Municipio I – Centro Storico, Italy",70 m2 room for rent in Roma Municipio I – Centro Storico,"1,200 EUR",70 m2
"Room for rent  in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà, Italy",90 m2 room for rent in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà,"1,180 EUR",90 m2
"Room for rent  in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà, Italy",16 m2 room for rent in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà,420 EUR,16 m2
"Apartment for rent  in Vitinia, Italy",55 m2 apartment for rent in Vitinia,700 EUR,55 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",55 m2 apartment for rent in Milano Zona 1 - Centro storico,"1,300 EUR",55 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",160 m2 apartment for rent in Milano Zona 1 - Centro storico,"3,500 EUR",160 m2
"Apartment for rent  in Turin, Italy",300 m2 apartment for rent in Turin,"2,100 EUR",300 m2
"Apartment for rent  in Bologna, Italy",40 m2 apartment for rent in Bologna,"1,100 EUR",40 m2
"Apartment for rent  in Bologna, Italy",40 m2 apartment for rent in Bologna,800 EUR,40 m2
"Room for rent  in Milano Zona 6 - Barona, Lorenteggio, Italy","28 m2 room for rent in Milano Zona 6 - Barona, Lorenteggio",700 EUR,28 m2
"Apartment for rent  in Spoleto, Italy",55 m2 apartment for rent in Spoleto,"1,350 EUR",55 m2
"Apartment for rent  in Bagheria, Italy",80 m2 apartment for rent in Bagheria,450 EUR,80 m2
"Apartment for rent  in Pavia, Italy",60 m2 apartment for rent in Pavia,640 EUR,60 m2
"Apartment for rent  in Roma Municipio XIV – Monte Mario, Italy",60 m2 apartment for rent in Roma Municipio XIV – Monte Mario,800 EUR,60 m2
"House for rent  in Caserta, Italy",240 m2 house for rent in Caserta,900 EUR,240 m2
"House for rent  in Valverde, Italy",222 m2 house for rent in Valverde,"1,500 EUR",222 m2
"House for rent  in Palermo, Italy",170 m2 house for rent in Palermo,"1,150 EUR",170 m2
"House for rent  in Palermo, Italy",68 m2 house for rent in Palermo,"1,750 EUR",68 m2
"Apartment for rent  in Florence, Italy",45 m2 apartment for rent in Florence,"220,000 EUR",45 m2
"Apartment for rent  in Florence, Italy",20 m2 apartment for rent in Florence,650 EUR,20 m2
"Apartment for rent  in Carignano, Italy",70 m2 apartment for rent in Carignano,480 EUR,70 m2
"House for rent  in Capalbio, Italy",125 m2 house for rent in Capalbio,Not specified,125 m2
"House for rent  in Bologna, Italy",160 m2 house for rent in Bologna,"1,500 EUR",160 m2
"House for rent  in Casalfiumanese, Italy",190 m2 house for rent in Casalfiumanese,"1,850 EUR",190 m2
"Apartment for rent  in Manfredonia, Italy",70 m2 apartment for rent in Manfredonia,650 EUR,70 m2
"Apartment for rent  in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà, Italy",60 m2 apartment for rent in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà,700 EUR,60 m2
"Apartment for rent  in Roma Municipio XIV – Monte Mario, Italy",65 m2 apartment for rent in Roma Municipio XIV – Monte Mario,800 EUR,65 m2
"Apartment for rent  in Napoli Municipalità 5, Italy",75 m2 apartment for rent in Napoli Municipalità 5,900 EUR,75 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",340 m2 apartment for rent in Milano Zona 1 - Centro storico,"10,000 EUR",340 m2
"Apartment for rent  in Florence, Italy",130 m2 apartment for rent in Florence,"1,450 EUR",130 m2
"Apartment for rent  in Florence, Italy",65 m2 apartment for rent in Florence,"1,200 EUR",65 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",75 m2 apartment for rent in Milano Zona 1 - Centro storico,"1,050 EUR",75 m2
"Apartment for rent  in Spoleto, Italy",38 m2 apartment for rent in Spoleto,Not specified,38 m2
"Apartment for rent  in Roma Municipio XIV – Monte Mario, Italy",75 m2 apartment for rent in Roma Municipio XIV – Monte Mario,900 EUR,75 m2
"House for rent  in Arenzano, Italy",100 m2 house for rent in Arenzano,700 EUR,100 m2
"Apartment for rent  in Cuneo, Italy",40 m2 apartment for rent in Cuneo,370 EUR,40 m2
"Apartment for rent  in Asti, Italy",90 m2 apartment for rent in Asti,800 EUR,90 m2
"Apartment for rent  in Palermo, Italy",85 m2 apartment for rent in Palermo,950 EUR,85 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",75 m2 apartment for rent in Milano Zona 1 - Centro storico,"1,200 EUR",75 m2
"Apartment for rent  in Genoa, Italy",20 m2 apartment for rent in Genoa,380 EUR,20 m2
"Apartment for rent  in Roma Municipio I – Centro Storico, Italy",110 m2 apartment for rent in Roma Municipio I – Centro Storico,"2,300 EUR",110 m2
"Apartment for rent  in Saronno, Italy",40 m2 apartment for rent in Saronno,550 EUR,40 m2
"Apartment for rent  in Roma Municipio XIV – Monte Mario, Italy",90 m2 apartment for rent in Roma Municipio XIV – Monte Mario,"1,300 EUR",90 m2
"Apartment for rent  in Matera, Italy",170 m2 apartment for rent in Matera,"1,250 EUR",170 m2
"Apartment for rent  in Roma Municipio II – Parioli/Nomentano, Italy",84 m2 apartment for rent in Roma Municipio II – Parioli/Nomentano,"2,250 EUR",84 m2
"Apartment for rent  in Trieste, Italy",76 m2 apartment for rent in Trieste,Not specified,76 m2
"Apartment for rent  in Giulianova, Italy",115 m2 apartment for rent in Giulianova,"2,800 EUR",115 m2
"Apartment for rent  in Pancalieri, Italy",90 m2 apartment for rent in Pancalieri,450 EUR,90 m2
"Apartment for rent  in Ancona, Italy",80 m2 apartment for rent in Ancona,550 EUR,80 m2
"Apartment for rent  in Palermo, Italy",150 m2 apartment for rent in Palermo,800 EUR,150 m2
"Apartment for rent  in Florence, Italy",80 m2 apartment for rent in Florence,"1,500 EUR",80 m2
"Apartment for rent  in Palermo, Italy",110 m2 apartment for rent in Palermo,"2,000 EUR",110 m2
"Apartment for rent  in Palermo, Italy",140 m2 apartment for rent in Palermo,950 EUR,140 m2
"Apartment for rent  in Lucca, Italy",50 m2 apartment for rent in Lucca,650 EUR,50 m2
"Apartment for rent  in Casoria, Italy",100 m2 apartment for rent in Casoria,900 EUR,100 m2
"Apartment for rent  in Palermo, Italy",171 m2 apartment for rent in Palermo,"1,000 EUR",171 m2
"Apartment for rent  in Florence, Italy",45 m2 apartment for rent in Florence,800 EUR,45 m2
"Apartment for rent  in San Siro, Italy",1 m2 apartment for rent in San Siro,900 EUR,1 m2
"Apartment for rent  in Benevello, Italy",70 m2 apartment for rent in Benevello,750 EUR,70 m2
"Apartment for rent  in Benevello, Italy",60 m2 apartment for rent in Benevello,800 EUR,60 m2
"Apartment for rent  in Scandicci, Italy",225 m2 apartment for rent in Scandicci,"1,600 EUR",225 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",80 m2 apartment for rent in Milano Zona 1 - Centro storico,"2,160 EUR",80 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",120 m2 apartment for rent in Milano Zona 1 - Centro storico,"2,833 EUR",120 m2
"Apartment for rent  in Cesana Torinese, Italy",30 m2 apartment for rent in Cesana Torinese,280 EUR,30 m2
"Apartment for rent  in Cesana Torinese, Italy",50 m2 apartment for rent in Cesana Torinese,400 EUR,50 m2
"Apartment for rent  in Cesana Torinese, Italy",35 m2 apartment for rent in Cesana Torinese,350 EUR,35 m2
"Apartment for rent  in Cesana Torinese, Italy",50 m2 apartment for rent in Cesana Torinese,300 EUR,50 m2
"Room for rent  in Milano Zona 9 - Porta Garibaldi, Niguarda, Italy","23 m2 room for rent in Milano Zona 9 - Porta Garibaldi, Niguarda",690 EUR,23 m2
"Apartment for rent  in Imola, Italy",145 m2 apartment for rent in Imola,"1,000 EUR",145 m2
"Apartment for rent  in Catania, Italy",220 m2 apartment for rent in Catania,"1,300 EUR",220 m2
"Apartment for rent  in Bagno a Ripoli, Italy",80 m2 apartment for rent in Bagno a Ripoli,980 EUR,80 m2
"Apartment for rent  in Milano Zona 2 - Stazione Centrale, Gorla, Turro, Greco, Crescenzago, Italy","90 m2 apartment for rent in Milano Zona 2 - Stazione Centrale, Gorla, Turro, Greco, Crescenzago","2,300 EUR",90 m2
"Room for rent  in Milano Zona 6 - Barona, Lorenteggio, Italy","17 m2 room for rent in Milano Zona 6 - Barona, Lorenteggio",740 EUR,17 m2
"Apartment for rent  in Catania, Italy",35 m2 apartment for rent in Catania,320 EUR,35 m2
"House for rent  in Castellaneta, Italy",200 m2 house for rent in Castellaneta,"11,000 EUR",200 m2
"Apartment for rent  in Cesana Torinese, Italy",75 m2 apartment for rent in Cesana Torinese,500 EUR,75 m2
"House for rent  in Capalbio, Italy",145 m2 house for rent in Capalbio,"1,500 EUR",145 m2
"Apartment for rent  in Santa Marinella, Italy",100 m2 apartment for rent in Santa Marinella,"3,000 EUR",100 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",50 m2 apartment for rent in Milano Zona 1 - Centro storico,"1,200 EUR",50 m2
"Apartment for rent  in Nichelino, Italy",75 m2 apartment for rent in Nichelino,550 EUR,75 m2
"Apartment for rent  in Nichelino, Italy",50 m2 apartment for rent in Nichelino,550 EUR,50 m2
"Apartment for rent  in Nichelino, Italy",40 m2 apartment for rent in Nichelino,400 EUR,40 m2
"Apartment for rent  in Spoleto, Italy",85 m2 apartment for rent in Spoleto,"2,300 EUR",85 m2
"Apartment for rent  in Florence, Italy",55 m2 apartment for rent in Florence,"1,200 EUR",55 m2
"Apartment for rent  in Florence, Italy",85 m2 apartment for rent in Florence,"1,800 EUR",85 m2
"Apartment for rent  in Roma Municipio VIII – Appia Antica, Italy",65 m2 apartment for rent in Roma Municipio VIII – Appia Antica,750 EUR,65 m2
"Apartment for rent  in Canale, Italy",90 m2 apartment for rent in Canale,400 EUR,90 m2
"Apartment for rent  in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà, Italy",90 m2 apartment for rent in Roma Municipio VII – Appio-Latino/Tuscolano/Cinecittà,"1,000 EUR",90 m2
"Apartment for rent  in Genoa, Italy",90 m2 apartment for rent in Genoa,620 EUR,90 m2
"Room for rent  in San Paolo, Italy",100 m2 room for rent in San Paolo,"1,550 EUR",100 m2
"Room for rent  in San Paolo, Italy",12 m2 room for rent in San Paolo,500 EUR,12 m2
"Room for rent  in San Paolo, Italy",14 m2 room for rent in San Paolo,525 EUR,14 m2
"Apartment for rent  in Ponderano, Italy",80 m2 apartment for rent in Ponderano,330 EUR,80 m2
"Apartment for rent  in Desenzano del Garda, Italy",170 m2 apartment for rent in Desenzano del Garda,"2,300 EUR",170 m2
"Apartment for rent  in Florence, Italy",20 m2 apartment for rent in Florence,"129,000 EUR",20 m2
"Apartment for rent  in Florence, Italy",63 m2 apartment for rent in Florence,"1,250 EUR",63 m2
"Apartment for rent  in Acquaviva Platani, Italy",84 m2 apartment for rent in Acquaviva Platani,400 EUR,84 m2
"Apartment for rent  in Forte dei Marmi, Italy",150 m2 apartment for rent in Forte dei Marmi,Not specified,150 m2
"Apartment for rent  in Florence, Italy",160 m2 apartment for rent in Florence,"2,800 EUR",160 m2
"Apartment for rent  in Spoleto, Italy",56 m2 apartment for rent in Spoleto,Not specified,56 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",160 m2 apartment for rent in Milano Zona 1 - Centro storico,"4,300 EUR",160 m2
"Apartment for rent  in Florence, Italy",205 m2 apartment for rent in Florence,"2,300 EUR",205 m2
"Room for rent  in Milano Zona 1 - Centro storico, Italy",160 m2 room for rent in Milano Zona 1 - Centro storico,500 EUR,160 m2
"Apartment for rent  in Florence, Italy",50 m2 apartment for rent in Florence,"1,100 EUR",50 m2
"Apartment for rent  in Florence, Italy",60 m2 apartment for rent in Florence,"1,000 EUR",60 m2
"Apartment for rent  in Florence, Italy",60 m2 apartment for rent in Florence,"1,060 EUR",60 m2
"Apartment for rent  in Florence, Italy",100 m2 apartment for rent in Florence,"1,450 EUR",100 m2
"Apartment for rent  in Florence, Italy",90 m2 apartment for rent in Florence,"1,340 EUR",90 m2
"Apartment for rent  in Florence, Italy",60 m2 apartment for rent in Florence,950 EUR,60 m2
"Apartment for rent  in Florence, Italy",100 m2 apartment for rent in Florence,"1,340 EUR",100 m2
"Apartment for rent  in Florence, Italy",40 m2 apartment for rent in Florence,840 EUR,40 m2
"Apartment for rent  in Florence, Italy",15 m2 apartment for rent in Florence,780 EUR,15 m2
"Apartment for rent  in Florence, Italy",50 m2 apartment for rent in Florence,"1,120 EUR",50 m2
"Apartment for rent  in Florence, Italy",150 m2 apartment for rent in Florence,"2,000 EUR",150 m2
"Apartment for rent  in Florence, Italy",80 m2 apartment for rent in Florence,"1,000 EUR",80 m2
"Apartment for rent  in Florence, Italy",30 m2 apartment for rent in Florence,840 EUR,30 m2
"Apartment for rent  in Florence, Italy",150 m2 apartment for rent in Florence,"1,780 EUR",150 m2
"Apartment for rent  in Florence, Italy",90 m2 apartment for rent in Florence,"1,000 EUR",90 m2
"Apartment for rent  in Florence, Italy",40 m2 apartment for rent in Florence,780 EUR,40 m2
"Apartment for rent  in Florence, Italy",50 m2 apartment for rent in Florence,"5,625 EUR",50 m2
"Apartment for rent  in Florence, Italy",95 m2 apartment for rent in Florence,"2,100 EUR",95 m2
"Apartment for rent  in Florence, Italy",55 m2 apartment for rent in Florence,"1,050 EUR",55 m2
"Apartment for rent  in Florence, Italy",65 m2 apartment for rent in Florence,"1,500 EUR",65 m2
"Apartment for rent  in Florence, Italy",65 m2 apartment for rent in Florence,"1,300 EUR",65 m2
"Apartment for rent  in Florence, Italy",60 m2 apartment for rent in Florence,"1,400 EUR",60 m2
"Apartment for rent  in Florence, Italy",60 m2 apartment for rent in Florence,900 EUR,60 m2
"Apartment for rent  in Florence, Italy",60 m2 apartment for rent in Florence,"1,250 EUR",60 m2
"Apartment for rent  in Florence, Italy",45 m2 apartment for rent in Florence,890 EUR,45 m2
"Apartment for rent  in Palermo, Italy",48 m2 apartment for rent in Palermo,450 EUR,48 m2
"Apartment for rent  in Savigliano, Italy",60 m2 apartment for rent in Savigliano,450 EUR,60 m2
"Apartment for rent  in Bologna, Italy",95 m2 apartment for rent in Bologna,"1,600 EUR",95 m2
"Apartment for rent  in Roma Municipio I – Centro Storico, Italy",105 m2 apartment for rent in Roma Municipio I – Centro Storico,"1,500 EUR",105 m2
"Apartment for rent  in Bergamo, Italy",150 m2 apartment for rent in Bergamo,Not specified,150 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",80 m2 apartment for rent in Milano Zona 1 - Centro storico,"1,333 EUR",80 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",40 m2 apartment for rent in Milano Zona 1 - Centro storico,"1,250 EUR",40 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",90 m2 apartment for rent in Milano Zona 1 - Centro storico,"2,420 EUR",90 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",125 m2 apartment for rent in Milano Zona 1 - Centro storico,"2,350 EUR",125 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",140 m2 apartment for rent in Milano Zona 1 - Centro storico,"3,170 EUR",140 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",100 m2 apartment for rent in Milano Zona 1 - Centro storico,"3,500 EUR",100 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",100 m2 apartment for rent in Milano Zona 1 - Centro storico,"4,000 EUR",100 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",28 m2 apartment for rent in Napoli Municipalità 1,800 EUR,28 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",80 m2 apartment for rent in Napoli Municipalità 1,"1,400 EUR",80 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",20 m2 apartment for rent in Napoli Municipalità 1,500 EUR,20 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",20 m2 apartment for rent in Napoli Municipalità 1,"1,100 EUR",20 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",45 m2 apartment for rent in Napoli Municipalità 1,"3,000 EUR",45 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",52 m2 apartment for rent in Napoli Municipalità 1,"1,600 EUR",52 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",165 m2 apartment for rent in Napoli Municipalità 1,"2,500 EUR",165 m2
"Apartment for rent  in Napoli Municipalità 1, Italy",120 m2 apartment for rent in Napoli Municipalità 1,"1,500 EUR",120 m2
"Room for rent  in Milano Zona 3 - Porta Venezia, Città Studi, Lambrate, Italy","17 m2 room for rent in Milano Zona 3 - Porta Venezia, Città Studi, Lambrate",950 EUR,17 m2
"Apartment for rent  in Florence, Italy",80 m2 apartment for rent in Florence,"1,400 EUR",80 m2
"Apartment for rent  in Florence, Italy",150 m2 apartment for rent in Florence,"2,900 EUR",150 m2
"Apartment for rent  in Florence, Italy",36 m2 apartment for rent in Florence,890 EUR,36 m2
"Apartment for rent  in Florence, Italy",70 m2 apartment for rent in Florence,"1,200 EUR",70 m2
"Apartment for rent  in Florence, Italy",51 m2 apartment for rent in Florence,Not specified,51 m2
"Apartment for rent  in Roma Municipio III – Monte Sacro, Italy",97 m2 apartment for rent in Roma Municipio III – Monte Sacro,"1,050 EUR",97 m2
"Apartment for rent  in Genoa, Italy",130 m2 apartment for rent in Genoa,"1,000 EUR",130 m2
"Apartment for rent  in Genoa, Italy",137 m2 apartment for rent in Genoa,620 EUR,137 m2
"Apartment for rent  in Roma Municipio XIV – Monte Mario, Italy",70 m2 apartment for rent in Roma Municipio XIV – Monte Mario,720 EUR,70 m2
"Room for rent  in Milano Zona 2 - Stazione Centrale, Gorla, Turro, Greco, Crescenzago, Italy","45 m2 room for rent in Milano Zona 2 - Stazione Centrale, Gorla, Turro, Greco, Crescenzago","1,150 EUR",45 m2
"Apartment for rent  in Bologna, Italy",500 m2 apartment for rent in Bologna,Not specified,500 m2
"Apartment for rent  in Romana, Italy",115 m2 apartment for rent in Romana,"2,208 EUR",115 m2
"Apartment for rent  in Romana, Italy",50 m2 apartment for rent in Romana,"1,050 EUR",50 m2
"Apartment for rent  in Turin, Italy",55 m2 apartment for rent in Turin,850 EUR,55 m2
"Apartment for rent  in Turin, Italy",55 m2 apartment for rent in Turin,750 EUR,55 m2
"Apartment for rent  in Florence, Italy",50 m2 apartment for rent in Florence,"1,100 EUR",50 m2
"Apartment for rent  in Milano Zona 6 - Barona, Lorenteggio, Italy","55 m2 apartment for rent in Milano Zona 6 - Barona, Lorenteggio","1,600 EUR",55 m2
"Apartment for rent  in Florence, Italy",75 m2 apartment for rent in Florence,"1,400 EUR",75 m2
"Apartment for rent  in Lonato del Garda, Italy",55 m2 apartment for rent in Lonato del Garda,"1,200 EUR",55 m2
"Apartment for rent  in Florence, Italy",70 m2 apartment for rent in Florence,"1,200 EUR",70 m2
"Apartment for rent  in Ronco all'Adige, Italy",135 m2 apartment for rent in Ronco all'Adige,"1,450 EUR",135 m2
"Apartment for rent  in Bologna, Italy",360 m2 apartment for rent in Bologna,Not specified,360 m2
"House for rent  in Nicolosi, Italy",120 m2 house for rent in Nicolosi,"1,300 EUR",120 m2
"Apartment for rent  in Villa Cortese, Italy",50 m2 apartment for rent in Villa Cortese,900 EUR,50 m2
"Apartment for rent  in Bologna, Italy",90 m2 apartment for rent in Bologna,"1,200 EUR",90 m2
"Apartment for rent  in Venice, Italy",120 m2 apartment for rent in Venice,"1,300 EUR",120 m2
"Apartment for rent  in Venice, Italy",120 m2 apartment for rent in Venice,"1,300 EUR",120 m2
"Apartment for rent  in Roma Municipio I – Centro Storico, Italy",20 m2 apartment for rent in Roma Municipio I – Centro Storico,150 EUR,20 m2
"Apartment for rent  in Solferino, Italy",69 m2 apartment for rent in Solferino,"1,700 EUR",69 m2
"Apartment for rent  in Lonato del Garda, Italy",45 m2 apartment for rent in Lonato del Garda,900 EUR,45 m2
"Apartment for rent  in Lonato del Garda, Italy",35 m2 apartment for rent in Lonato del Garda,720 EUR,35 m2
"Apartment for rent  in Turin, Italy",65 m2 apartment for rent in Turin,"1,200 EUR",65 m2
"Apartment for rent  in Turin, Italy",40 m2 apartment for rent in Turin,"52,000 EUR",40 m2
"Apartment for rent  in Roma Municipio VIII – Appia Antica, Italy",16 m2 apartment for rent in Roma Municipio VIII – Appia Antica,350 EUR,16 m2
"Apartment for rent  in Venice, Italy",50 m2 apartment for rent in Venice,900 EUR,50 m2
"Apartment for rent  in Florence, Italy",57 m2 apartment for rent in Florence,"1,300 EUR",57 m2
"Apartment for rent  in Florence, Italy",59 m2 apartment for rent in Florence,"1,250 EUR",59 m2
"Apartment for rent  in Florence, Italy",400 m2 apartment for rent in Florence,"3,500 EUR",400 m2
"Apartment for rent  in Turin, Italy",280 m2 apartment for rent in Turin,"1,500 EUR",280 m2
"Room for rent  in Roma Municipio I – Centro Storico, Italy",130 m2 room for rent in Roma Municipio I – Centro Storico,430 EUR,130 m2
"Apartment for rent  in Genoa, Italy",75 m2 apartment for rent in Genoa,450 EUR,75 m2
"Apartment for rent  in Turin, Italy",110 m2 apartment for rent in Turin,500 EUR,110 m2
"Apartment for rent  in Bologna, Italy",120 m2 apartment for rent in Bologna,Not specified,120 m2
"Apartment for rent  in Ravenna, Italy",111 m2 apartment for rent in Ravenna,Not specified,111 m2
"Apartment for rent  in Bologna, Italy",400 m2 apartment for rent in Bologna,Not specified,400 m2
"House for rent  in Bologna, Italy",200 m2 house for rent in Bologna,Not specified,200 m2
"House for rent  in Bologna, Italy",560 m2 house for rent in Bologna,Not specified,560 m2
"Apartment for rent  in Bologna, Italy",42 m2 apartment for rent in Bologna,Not specified,42 m2
"House for rent  in Turin, Italy",300 m2 house for rent in Turin,"1,700 EUR",300 m2
"Apartment for rent  in Turin, Italy",120 m2 apartment for rent in Turin,"1,600 EUR",120 m2
"Apartment for rent  in Turin, Italy",113 m2 apartment for rent in Turin,"1,100 EUR",113 m2
"Apartment for rent  in Turin, Italy",105 m2 apartment for rent in Turin,"1,150 EUR",105 m2
"Apartment for rent  in Turin, Italy",110 m2 apartment for rent in Turin,"1,000 EUR",110 m2
"Apartment for rent  in Turin, Italy",120 m2 apartment for rent in Turin,"1,100 EUR",120 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",70 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,70 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",120 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,120 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",120 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,120 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",80 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,80 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",85 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,85 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",130 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,130 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",50 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,50 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",70 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,70 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",33 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,33 m2
"Apartment for rent  in Milano Zona 1 - Centro storico, Italy",65 m2 apartment for rent in Milano Zona 1 - Centro storico,Not specified,65 m2
